Id,Text,Sentiment,Created
3546,"I am incredibly beside myself with rage, attempting to integrate your controls into a simple project.",0,2019-04-29 17:03:14.067
3545," Appreciated.
",3,2019-04-29 17:02:09.370
3544,Thank you so much for going an extra mile.,3,2019-04-29 17:01:58.220
3543," Why did I pay the money, b/c you do have an awesome product and I could never make something even close to your product and that is something to be very proud of.",3,2019-04-29 16:54:48.093
3542,Thanks for nothing,1,2019-04-29 16:53:19.160
3541,stupid answer,1,2019-04-29 16:53:11.517
3540," After wasting WEEKS on discovering the prob you are not interested…",0,2019-04-29 16:51:12.657
3539,"Also have you stopped to think how much time we have wasted with these kind of problems? ",1,2019-04-29 16:51:03.423
3538,PLEASE TAKE THIS SERIOUS AND FIX THE DAMN NEW SCHEDULE COMPONENT WHICH DOESN’T WORK WITH RE-OCUURING APPOINTMENTS ****URGENTLY****,0,2019-04-29 16:50:38.770
3537,"Very, Very infuriated and unhappy customer….",0,2019-04-29 16:50:18.533
3536," You constantly request detailed examples which sometimes isn’t possible, so you IGNORE.",0,2019-04-29 16:50:09.203
3535,There is very little to ZERO effort made to reproduce the errors and probs we submit.,0,2019-04-29 16:49:52.657
3534,"We commit to all your releases, we pay each and every year, we even fault find for you and the efforts made by your tech support team are woeful. ",0,2019-04-29 16:49:41.380
3533,It is becoming extremely frustrating dealing with the DevExpress team to the extent that it is now INFURIATING.,0,2019-04-29 16:49:26.283
3532,After 2 weeks of works i'm definitively downhearted by using ASPxGrid.,0,2019-04-29 16:48:17.743
3531,"ps: 6 years of waiting for a feature, it's not an acceptable time.",1,2019-04-29 16:47:40.363
3530,We will draw the obvious conclusion.,1,2019-04-29 16:47:20.233
3529,We will not wait five years as others.,1,2019-04-29 16:47:12.813
3528," this is a showstopper for me",1,2019-04-29 16:46:47.977
3527,Our cusotmers are angry.,1,2019-04-29 16:46:04.957
3526,Good work!!!,3,2019-04-29 16:45:58.577
3525,For myself I consider not to pay for a next update,1,2019-04-29 16:44:08.097
3524,For me this is the last question I asked here,1,2019-04-29 16:43:44.607
3523,You can close this topic cause you are not willing to help.,1,2019-04-29 16:43:24.747
3522,Very disapointing again.,0,2019-04-29 16:43:12.800
3521,In the beginning DevExpress had great support multiple answers on one day (now it takes days) they give a solution now I only get the same kind of help what other component sellers also give fe. (componentOne) great tools but the same support as I get at this moment,1,2019-04-29 16:42:57.467
3520,Telerik has support for it!,1,2019-04-29 16:41:34.977
3519,Nine years this feature was requested and after 9 years you say not in the nearest future.,1,2019-04-29 16:41:18.090
3518,"I've been working on the same problems for about a week, i'm sure the mistake on code was on my side, but  i would very much appreciate if the support was able to give more direct solutions to issues, one week without find solution to do something i can do with a normal html/js code is really frustrating.",1,2019-04-29 16:39:07.133
3517,Ton of thanks!,3,2019-04-29 16:36:54.390
3516,Thanks for your help on this matter and as always you guys are great.,3,2019-04-29 16:35:47.937
3515,And I really feel offended of this Statement!,0,2019-04-29 16:34:37.563
3514,"Really thank you and have a nice day.
",3,2019-04-29 16:33:29.973
3513,That's exactly what I needed.,3,2019-04-29 16:33:24.230
3512,"Has anybody checked the hotfix, that issue turns annoing...",1,2019-04-29 16:30:20.040
3511,"Thank you so much once again, especially for your patience with me.
",3,2019-04-29 16:29:45.977
3510,"Finally and most important, please forgive my snippy response in my previous message, I have no excuse for that sort of rubbish behavior on my end.",3,2019-04-29 16:29:36.360
3509,"Your diagnosis and solution were Spot On! ",3,2019-04-29 16:29:24.157
3508,"Your controls are great but i am not happy with the customer support. ",1,2019-04-29 16:25:07.207
3507," Thank you, this is a very good example",3,2019-04-29 16:23:22.043
3506,"Your article was not helpful. ",1,2019-04-29 16:22:56.860
3505,It is up to you what you want to do with this information.,1,2019-04-29 16:22:14.890
3504,"As I have stated before, we are not going to provide the production application for your analysis and we are not going to spend more time trying to replicate the exact behavior because we have already spent enough time on this, but I assure you that our production application works differently running DX 17.1.4. ",1,2019-04-29 16:22:00.827
3503,Hold thy horse captain obvious your evil deeds of confusion are week against the righteous.,1,2019-04-29 16:17:48.963
3502," If not, please have someone else deal with my suggestion! ",1,2019-04-29 16:14:08.300
3501,Perhaps you should read my posts again ?!?!?,1,2019-04-29 16:13:31.003
3500,what is the NOT CLEAR point man????,1,2019-04-29 16:10:34.633
3499,I think what I am saying is very clear!!,1,2019-04-29 16:10:25.297
3498,You shouldn't give us hope first and then kill it.,1,2019-04-29 16:07:53.987
3497," We are so disappointed for the bad news",1,2019-04-29 16:07:37.750
3496,"So bad news. ",1,2019-04-29 16:06:38.850
3495,"That looks awesome. ",1,2019-04-29 16:04:31.953
3494,"Sick of writing code to address common usage issues with your controls. ",1,2019-04-29 16:03:58.107
3493,"This really isn't a solution it is a workaround. ",1,2019-04-29 15:58:59.083
3492,The whole custom filtering is a workaround to the core problem that you as a company refuse to address OVER A FOUR YEAR PERIOD.,1,2019-04-29 15:58:45.810
2545," Perfect!",3,2019-04-24 13:41:14.393
2544,"Thanks a lot for the response, it was very helpful and solved my problem!",3,2019-04-24 13:39:43.317
2543,I'm impressed by the excellent help I get from you.,3,2019-04-24 13:39:10.630
2542,"THANK YOU VERY MUCH LENA, works perfectly, thank you soo much, you're my queen hahaha",4,2019-04-24 13:38:55.033
2541,"Keep up the great work! ",3,2019-04-24 13:38:43.580
2540," I'll suggest using DevExpress to my manager mainly because of superior products and support you guys have.",4,2019-04-24 13:38:35.793
2539,I really miss and appreciate the awesome support you have here (it's way above other 3rd party commercial vendors).,4,2019-04-24 13:38:07.280
2538,Though I'm having a real hard time with the new SchedulerControl for quite a lot of reasons... your customer support is awesome.,3,2019-04-24 13:36:23.347
2537,I am really impressed that you were able to take my work and use it.,3,2019-04-24 13:35:18.163
2536," You have been very kind and patient.",3,2019-04-24 13:27:33.267
2535," I knew you were the right guy.",3,2019-04-24 13:27:12.357
2534,You are GREAT !!!!,3,2019-04-24 13:26:59.927
2533,I´m very happy with DevExpress products and support.,3,2019-04-24 13:26:45.367
2532,DevExpress support rocks!,4,2019-04-24 13:26:10.243
2531," I appreciate your detailed explanation. ",3,2019-04-24 13:25:57.627
2530," Great Customer Service.",3,2019-04-24 13:25:49.513
2529," This was the perfect solution to what I needed. ",3,2019-04-24 13:25:39.503
2528,You were so helpful.,3,2019-04-24 13:25:26.823
2527,It is an incredible experience.,3,2019-04-24 13:25:16.610
2526,Thank you so much for guiding me during my journey by exploring the ASPxRichEdit control.,3,2019-04-24 13:25:10.120
2525,Thanks a ton!,4,2019-04-24 13:24:26.057
2524,Thats brilliant!,4,2019-04-24 13:24:17.880
2523,Awesome!,3,2019-04-24 13:24:09.367
2522,thank you thank you thank you.. obviously I'm new at this - still getting used to the constructs :),3,2019-04-24 13:23:59.153
2521,"With the solution you suggest, it's really simple and logical.",3,2019-04-24 13:23:48.003
2520,I've been very please with the quality of the support DevExpress provides. ,3,2019-04-24 13:23:35.087
2519,Works like a champ!,4,2019-04-24 13:23:17.230
2518,Nice work!,3,2019-04-24 13:22:41.997
2517,"Thank you Nataly,  the solution was clean, straightforward and informative.",3,2019-04-24 13:22:25.127
2516,Thank you all for the continuous support. ,3,2019-04-24 13:22:12.950
2515,"Oh, I feel like idiot, the documentation has all the information.",3,2019-04-24 13:21:59.640
2514,Thank you for your response and example they were both extremely helpful!,3,2019-04-24 13:21:40.093
2513,"Thanks, that solves my problem, awesome!",3,2019-04-24 13:21:28.560
2512,Please stop to ignore your bugs ...its so annoying...,1,2019-04-24 13:21:17.700
2511,Knowledge of the products is second to none.,3,2019-04-24 13:21:01.753
2510,Unfortunately there is no attempt from your end to help me out with a simple solution in my last email,1,2019-04-24 13:20:47.843
2509,Thanks for the great job!,3,2019-04-24 13:18:56.553
2508,thank you thank you!,3,2019-04-24 13:18:47.127
2507,You guys are the best support I've ever seen!,4,2019-04-24 13:18:35.907
2506,Your prompt response has helped me meet a tight deadline.,3,2019-04-24 13:17:58.957
2505,tyvm!,3,2019-04-24 13:17:37.283
2504,This is just another example why I consider DevExpress the best company I ever dealt with.,4,2019-04-24 13:16:59.170
2503,thanks Romeo you are perfect,3,2019-04-24 13:11:07.297
2502,Thank you very much for your help.,3,2019-04-24 13:09:04.137
2501,"Your service is something special - fast, clear and happily.",3,2019-04-24 13:01:52.833
2500," I can't thank you enough for the help so far as this is all still quite new to me, it is very VERY much appreciated!",3,2019-04-24 12:59:24.973
2499,you have eyes like a hawk - thank you very much.,4,2019-04-24 12:58:46.210
2498,thanks a lot for your fantastic support so far!!,4,2019-04-24 12:58:36.267
2497,Hi wizards.,3,2019-04-24 12:58:25.017
2496,Thanks for the help and the excellent support you guys provide.,3,2019-04-24 12:55:44.230
2495,"Thanks for your help, it works perfectly!",3,2019-04-24 12:54:14.800
2494,A smart and short solution.,3,2019-04-24 12:53:15.167
2493,You're forcing me to go to your superiors.,1,2019-04-24 12:51:44.583
2492,I will not bother you again with my messages.,1,2019-04-24 12:51:01.533
1402,Thank you very much for your great support!,3,2019-01-30 00:00:00.000
1403,that was exactly what I was looking for.,3,2019-01-30 00:00:00.000
1404,You helped me a lot.,3,2019-01-30 00:00:00.000
1405,"Perfect, thank you so much for the fast solution.",3,2019-01-30 00:00:00.000
1406,Thanks for the brilliant support we received from DevExpress for resolving this issue.,4,2019-01-30 00:00:00.000
1407,As usual you rock!!,4,2019-01-30 00:00:00.000
1408,"You've been a huge help, as have everyone on your team.",4,2019-01-30 00:00:00.000
1409,"You guys provide excellent support, and I really appreciate the help!",4,2019-01-30 00:00:00.000
1410,"You've been a huge help, as have everyone on your team.",4,2019-01-30 00:00:00.000
1411,You did a perfect job I appreciate so much what you did.,4,2019-01-30 00:00:00.000
1412,You have been very professional every time.,3,2019-01-30 00:00:00.000
1413,Thank you very much for your excellent support and help!,4,2019-01-30 00:00:00.000
1414,People like you is what makes DevExpress a great company!,4,2019-01-30 00:00:00.000
1415,"Again, this is extremely helpful and it worked perfectly!",4,2019-01-30 00:00:00.000
1416,"I am sorry that I can only express my gratitude to your support with just thank you; if you're ever in Toronto, I hope you will let me by you a beer!",4,2019-01-30 00:00:00.000
1417,Thank you so much - now I see what you mean:-),3,2019-01-30 00:00:00.000
1418,"You know, sometimes I don't get the exact answers I'm hoping for concerning feature set, etc... But I have never seen any other vendor come through like you people do, when it comes to providing thoughtful and innovative, professional and courteous help to solving sometimes really tough problems, in effective, efficient ways, in record time.",4,2019-01-30 00:00:00.000
1419,THANK YOU!,4,2019-01-30 00:00:00.000
1420,THANK YOU SO MUCH!,4,2019-01-30 00:00:00.000
1421,"As always your help was invaluable, informative, and arrives in a timely fashion.",3,2019-01-30 00:00:00.000
1422,I would like express my gratitude for the excellent support I have received from you all at Devexpress over the years.,4,2019-01-30 00:00:00.000
1423,"As great as the controls are, it's this high level of support that keeps me renewing my subscription year after year.",4,2019-01-30 00:00:00.000
1424,"First off, you guys rock.",4,2019-01-30 00:00:00.000
1425,"Considering the issues WPF has (design and perf), you've made an impressive components suite by any measure.",3,2019-01-30 00:00:00.000
1426,"At any rate, you guys are doing great.",3,2019-01-30 00:00:00.000
1427,I appreciate your bug fixes and performance improvements MUCH more than feature additions but I'm always impressed by what you are coming up with.,4,2019-01-30 00:00:00.000
1428,Thank You for rapid answer and nice workaround.,3,2019-01-30 00:00:00.000
1429,"As a whole I must say, that I have used Your product for years and I have been -and I am- very very satisfied.",4,2019-01-30 00:00:00.000
1430,Great support as always from DevExpress!!!,4,2019-01-30 00:00:00.000
1431,That's perfect :),3,2019-01-30 00:00:00.000
1432,"Perfect, thank you!  :)",3,2019-01-30 00:00:00.000
1433,Thanks for the quick feedback!,3,2019-01-30 00:00:00.000
1434,It works 100.0%.,3,2019-01-30 00:00:00.000
1435,"Thank you, thank you, thank you, thank you.. I cannot thank you enough.",4,2019-01-30 00:00:00.000
1436,"I would have never figured this out without your help, so thanks.",3,2019-01-30 00:00:00.000
1437,Your answer is so wonderful.,3,2019-01-30 00:00:00.000
1438,I'm just evaluating the product and then I found it is just a CRAP.,1,2019-01-30 00:00:00.000
1439,Searching through all your KB articles but it seems this issue was still there 7 years ago.,1,2019-01-30 00:00:00.000
1440,CRAP.,0,2019-01-30 00:00:00.000
1441,"Worked like a charm, thanks!",4,2019-01-30 00:00:00.000
1442,"It costs me nearly 8 hours of trying and evaluating and you too have spend time with your sample and your explanations - only because someone forgot a simple ""throw new ArgumentException()"".",1,2019-01-30 00:00:00.000
1443,"Worked like a charm, thanks!",4,2019-01-30 00:00:00.000
1444,Thank you for all your help with this case.,3,2019-01-30 00:00:00.000
1445,"It is important to know that you always do their best to solve everything, thank you again.",3,2019-01-30 00:00:00.000
1446,"Thank you, it worked out perfect.",3,2019-01-30 00:00:00.000
1447,Disclaimer: fix is such a strong word and technically inappropriate when dealing with a miserable design issue.,1,2019-01-30 00:00:00.000
1448,"You guys designed it bad its not broken just bad design and implementation.  ",1,2019-01-30 00:00:00.000
1449,The whole custom filtering is a workaround to the core problem that you as a company refuse to address OVER A FOUR YEAR PERIOD.,1,2019-01-30 00:00:00.000
1450,I understand that we now have a miserable design that people have been using for a long time and changing the DEFAULT behavior could cause problems for all of your clients that have painstakingly worked around this issue with various means because you refuse to address it.,1,2019-01-30 00:00:00.000
1451,"I have been complaining about this for 4 years. ",1,2019-01-30 00:00:00.000
1452,"Sick of writing code to address common usage issues with your controls. ",0,2019-01-30 00:00:00.000
1453," It works like a dream.",3,2019-01-30 00:00:00.000
1454,Always surprising us more by improving the web dashboard.,3,2019-01-30 00:00:00.000
1455," This is a great component that is growing more.",3,2019-01-30 00:00:00.000
1456,I am also not happy that you give me components with errors,1,2019-01-30 00:00:00.000
1457,Great News!!!,3,2019-01-30 00:00:00.000
1458,"Thank you for all your help to find a solution in the web dashboard. ",3,2019-01-30 00:00:00.000
1459,"I do not know why I am thinking this, but it seems that I am getting less support with priority chat than I did when I had the other subscription and standard support.",1,2019-01-30 00:00:00.000
1460,I've been with you for 8 years and I've often seen intentional spoiling of components,1,2019-01-30 00:00:00.000
1461,Every day I am amazed by this product and the quality of this DevExpress team.,4,2019-01-30 00:00:00.000
1462," Make every penny worth signing and renewing.",4,2019-01-30 00:00:00.000
1463,My clients are disgusted with the increasing number of internal errors in the devexpress controls Please fix the ASAP problem and give me an installer with properly working components,0,2019-01-30 00:00:00.000
1464,Worked perfectly.,3,2019-01-30 00:00:00.000
1467,"very cool features. ",3,2019-01-30 00:00:00.000
1468,"looks nice, good support.",3,2019-01-30 00:00:00.000
1469,"Overall, Support has been amazing!",4,2019-01-30 00:00:00.000
1470,Difficult to find examples to do implementation.,1,2019-01-30 00:00:00.000
1471,One has to depend on the DevExpress Technical Team most of the time and it gets frustrating.,1,2019-01-30 00:00:00.000
1472,"Congratulations on the job, I really like your library.",3,2019-01-30 00:00:00.000
1473,Your customer support is simply the best.,3,2019-01-30 00:00:00.000
1474," All support people have been very helpful and respond back quickly.",3,2019-01-30 00:00:00.000
1475," This is extremely disappointing.",0,2019-01-30 00:00:00.000
1476,DevExpress VCL product is fantastic.,3,2019-01-30 00:00:00.000
1477,Good stuff and support!,3,2019-01-30 00:00:00.000
1478,Your support team is exceptional.,3,2019-01-30 00:00:00.000
1479,We are extremely happy with the Dev Express development tool.,3,2019-01-30 00:00:00.000
1480,DevExpress VCL is undoubtedly class of its own.,3,2019-01-30 00:00:00.000
1481,It seems like documentation is lagging behind your great improvements a bit more than usual.,1,2019-01-30 00:00:00.000
1482,We are so disappointed for the bad news.,0,2019-01-30 00:00:00.000
1483,"You shouldn't give us hope first and then kill it. ",1,2019-01-30 00:00:00.000
1484," DevExpress Support is second to none.",3,2019-01-30 00:00:00.000
1485,DevExpress support is fantastic :),4,2019-01-30 00:00:00.000
1486,"THANK YOU for your quick response to my question. ",3,2019-01-30 00:00:00.000
1487,"You did a good support job. ",3,2019-01-30 00:00:00.000
1488,That worked perfect.,3,2019-01-30 00:00:00.000
1489,what is the NOT CLEAR point man????,1,2019-01-30 00:00:00.000
1490,I think what I am saying is very clear!!,1,2019-01-30 00:00:00.000
147,This great grid control is the best I've ever seen!,4,2018-12-02 00:00:00.000
148,An investment that makes happy!,4,2018-12-02 00:00:00.000
149,I have worked with many support organizations and your support really stands out: it is outstanding.,4,2018-12-02 00:00:00.000
150,"I can say with honesty that I have never dealt with a company in DevExpress with better products in this technology space or, with respect to customer support, in any space.",4,2018-12-02 00:00:00.000
151,Your vb.zip sample project helped me tremendously.,3,2018-12-02 00:00:00.000
152,The support from the company is exceptionally good and so is the example materials they provide.,3,2018-12-02 00:00:00.000
153,The experience I had with DevExpress is `` top''!,4,2018-12-02 00:00:00.000
154,"Outstanding support, very friendly interfaces and above all a marvellous framework to develop with.",4,2018-12-02 00:00:00.000
155,"Also your support is first class, they are always professional, responsive and very helpful",4,2018-12-02 00:00:00.000
156,I'm very impressed with the ASP.NET Dashboard controls offered - thanks so much for building a powerful product that is easy to use,4,2018-12-02 00:00:00.000
157,I'm also very thankful for your support team for posting relevant replies that helped ease the learning curve pain as I struggled through a few (known) issues with some of the dashboard elements.,4,2018-12-02 00:00:00.000
158,The thing that amazes me the most is DevExpress support: all questions are understood and it's possible to feel that every answer is the result of a certain amount of effort.,4,2018-12-02 00:00:00.000
159,You guys are the best!,4,2018-12-02 00:00:00.000
160,"In my lengthy experience as a programmer, I have never before encountered such an efficient and friendly support team",3,2018-12-02 00:00:00.000
161,"In submitting tickets to your support team, the word `` Amazing'' is simply an understatement of your team's response time and effectiveness in providing the appropriate answers/help.",4,2018-12-02 00:00:00.000
162,"DevExpress is so great, I believe there are still no right words to describe it.",4,2018-12-02 00:00:00.000
163,Thank you for all your support and the well crafted example.,3,2018-12-02 00:00:00.000
164,"thanks so much, your answer was very helpful and solved the problem",3,2018-12-02 00:00:00.000
165,"Thanks for the help, for me its the support you guys offer that really separates you from the competition and once again that's proved true.",3,2018-12-02 00:00:00.000
166,It's a real pleasure to use your components and get in touch with you guys when needed.,3,2018-12-02 00:00:00.000
167,Continue your excellent work,3,2018-12-02 00:00:00.000
168,Devexpress team is providing the same word to all the user of this issue for last 1 year.,1,2018-12-02 00:00:00.000
169,I am bit disappointed.,1,2018-12-02 00:00:00.000
170,Quite honest - I am VERY disappointed.,0,2018-12-02 00:00:00.000
171,This is the first ever bad review that I ever has written to you - but I'm quite speachless with disappointment here.,0,2018-12-02 00:00:00.000
172,Support does n't help at all,1,2018-12-02 00:00:00.000
173,"Recently I'm noticing quality issues, inconsistencies with look and feel, and unfinished controls.",1,2018-12-02 00:00:00.000
174,Excellent quality & support,3,2018-12-02 00:00:00.000
175,Slow perfomance.,1,2018-12-02 00:00:00.000
176,This was a bit frustrating again.,1,2018-12-02 00:00:00.000
177,"Very hard to search for error, or solution.",1,2018-12-02 00:00:00.000
178,You get bunch of non practical staff.,1,2018-12-02 00:00:00.000
179,Searching support is bring you to the 100 of questions and 1000 of redirect to here and there and at the end no solution to the problem.,1,2018-12-02 00:00:00.000
180,Very disappointed with the purchase due to large number of issue and no solutions.,0,2018-12-02 00:00:00.000
181,i will recommend your product to my friends,3,2018-12-02 00:00:00.000
182,I feel it crazy and would not recommend to my friends who think much of DevOps.,1,2018-12-02 00:00:00.000
183,The support is really great!,3,2018-12-02 00:00:00.000
184,"TreeList is a bad component, we are thinking of getting rid of it and switching to other",1,2018-12-02 00:00:00.000
185,Help documents are really bad.,1,2018-12-02 00:00:00.000
186,Support is OK but condescending in attitude when replying to a question.,0,2018-12-02 00:00:00.000
187,"Even though it is almost 2019, DevExpress still does not seem to have grasped the meaning of SOLID development principles.",1,2018-12-02 00:00:00.000
188,It is extremely difficult (if not impossible) to use DevExpress components with an IoC Container - I realise one of your team has cobbled together something to work with lightweight containers but this is of limited (if any) use for professional developers.,1,2018-12-02 00:00:00.000
189,"Support is still lacking, and it takes several days, sometimes weeks, to get an answer to a question.",1,2018-12-02 00:00:00.000
190,You just do n't seem to realise (or care) that we are writing commercial software for paying customers and can not afford to wait that long for a response.,1,2018-12-02 00:00:00.000
191,"I seem to recall that you asked your customers how you could improve your support several years ago, but you have clearly ignored all the responses because all the same problems still exist.",1,2018-12-02 00:00:00.000
192,"Documentation is still a joke, even after all these years.",1,2018-12-02 00:00:00.000
193,Using Devexpress ASP.NET MVC grid was a total disaster.,0,2018-12-02 00:00:00.000
194,Performance was a nightmare.,0,2018-12-02 00:00:00.000
195,We like your controls and really appreciate your support team.,3,2018-12-02 00:00:00.000
196,"However, as you can see in the support forum, there are lots of missing customizing functionalities that we feel are necessary to build complex applications with your widgets.",1,2018-12-02 00:00:00.000
197,Your WPF/Win controls & support are out of this world.,3,2018-12-02 00:00:00.000
198,I am 150% amazed by their abilities and functionality.,3,2018-12-02 00:00:00.000
199,"Almost every response was the same - `` we ca n't reproduce that on our side''... so what, I can repo the error every time - I provided proof - source code - and video... yet never received any real help.",1,2018-12-02 00:00:00.000
200,"If asked that same question about ASP, my answer will be anything but DevExpress... sorry",1,2018-12-02 00:00:00.000
201,"Improve the support, talk to your customers instead of hiding behind emails/support tickets to better understand their issues.",1,2018-12-02 00:00:00.000
202,"Given the time lost to make things work, I do not consider DevExpress a good product.",1,2018-12-02 00:00:00.000
203,Product has a lot of bugs.,1,2018-12-02 00:00:00.000
204,Support is attentive but quick to pass off to `` old links'' which many time have little to do with the request for assitance,1,2018-12-02 00:00:00.000
205,Development/Enhancements for VCL is really poor.,1,2018-12-02 00:00:00.000
206,We are paying a lot whilst the VCL components remain the same and no real enhancement can be seen.,1,2018-12-02 00:00:00.000
207,Every upgrade also breaks existing functionality.,1,2018-12-02 00:00:00.000
208,"Documentation lags behind, it's hard to find working examples except by scouring support cases.",1,2018-12-02 00:00:00.000
209,"That said, my biggest frustration is with the VERY limited documentation.",1,2018-12-02 00:00:00.000
210,"Your support people seem fairly helpful, but trying to learn software by jumping from semi-related support ticket to ticket, is a poor way to learn.",1,2018-12-02 00:00:00.000
211,"DevExpress has some very useful tools, but the documentation is pretty poor (I could explain why), and help requests often take a few passes to get the right answer.",1,2018-12-02 00:00:00.000
212,I do n't like that most of the answers in the support center (and sometimes also in the KB) are as short as possible.,1,2018-12-02 00:00:00.000
213,your support sucks,0,2018-12-02 00:00:00.000
214,Not a happy customer here!,1,2018-12-02 00:00:00.000
215,Components - especially new components - are too buggy and introduce new bugs with every release.,1,2018-12-02 00:00:00.000
216,Your documentation sucks.,0,2018-12-02 00:00:00.000
217,You suck.,0,2018-12-02 00:00:00.000
218,I would n't recommend scheduler to anyone.,1,2018-12-02 00:00:00.000
